traffic_volume,weather,speed,accident,congestion_level
925,rain,58.8123,0,medium
952,snow,36.5008,0,medium
218,clear,97.1298,0,low
306,clear,92.6595,0,low
1349,fog,35.9277,0,medium
268,clear,96.4829,0,low
1572,clear,52.0541,0,high
360,fog,59.1563,0,low
1448,fog,25.4617,0,high
1691,rain,40.0398,0,high
1058,fog,40.4287,0,medium
1061,fog,46.0928,0,medium
311,clear,89.659,0,low
1971,rain,24.8377,0,high
1680,clear,50.5796,0,high
205,rain,76.6471,0,low
565,clear,82.5751,0,low
1492,clear,55.3411,0,high
323,rain,78.805,0,low
1870,rain,27.8461,0,high
1207,fog,42.9324,0,medium
1187,clear,68.0764,0,medium
1474,clear,55.9222,0,high
599,clear,82.9624,0,low
1036,clear,69.3909,0,medium
1283,fog,38.4749,0,medium
811,rain,70.2626,0,medium
609,rain,68.6624,0,medium
309,rain,75.1554,0,low
1462,clear,56.8314,0,high
1923,clear,42.3942,0,high
1220,clear,64.4475,0,medium
893,clear,71.5526,0,medium
1418,rain,48.4535,0,high
1813,rain,26.4827,0,high
867,fog,49.801,0,medium
873,fog,51.2343,0,medium
1044,rain,46.5671,0,medium
1622,clear,50.5106,0,high
457,clear,78.5728,0,low
225,rain,75.4235,0,low
602,clear,82.2593,0,medium
1829,clear,47.7759,0,high
1831,clear,44.8817,0,high
370,clear,107.4339,0,low
1523,rain,34.4412,0,high
159,rain,77.9719,0,low
1754,clear,43.4538,0,high
1343,rain,45.5041,0,medium
1872,clear,40.8624,0,high
1731,clear,51.6417,0,high
1800,rain,37.8862,0,high
657,clear,76.7773,0,medium
1747,clear,41.9837,0,high
218,clear,95.0091,0,low
1471,clear,63.4161,0,high
1919,rain,26.2616,0,high
1165,clear,67.4847,0,medium
592,clear,91.1122,0,low
714,fog,58.5888,0,medium
1509,rain,40.8963,0,high
1303,fog,37.2427,0,medium
1471,fog,26.8141,0,high
393,fog,64.1581,1,low
459,clear,87.4175,0,low
677,clear,87.5084,0,medium
1305,fog,26.9845,0,medium
290,clear,90.2636,0,low
1494,clear,61.0804,0,high
476,clear,86.7917,0,low
856,rain,60.9027,0,medium
1828,clear,43.3081,0,high
1791,snow,15.3418,0,high
600,fog,49.2514,0,low
1610,rain,38.2696,0,high
1778,fog,20.6628,0,high
874,fog,45.6154,0,medium
810,clear,77.8626,0,medium
865,clear,75.8604,0,medium
231,fog,61.3197,0,low
734,rain,67.9515,0,medium
1335,clear,59.2628,0,medium
1816,clear,48.3171,0,high
1487,snow,14.8828,0,high
1234,clear,63.183,0,medium
1243,clear,58.7778,0,medium
1889,clear,43.4345,0,high
1466,clear,58.5147,0,high
282,fog,57.6681,0,low
1022,fog,42.9402,0,medium
718,fog,40.9203,0,medium
1343,rain,49.6977,0,medium
904,fog,52.2753,0,medium
1928,rain,24.0823,0,high
777,clear,77.4028,0,medium
1151,clear,65.8624,0,medium
1554,snow,12.5341,0,high
199,rain,79.0768,0,low
684,clear,85.776,0,medium
1291,fog,34.0146,0,medium
1297,snow,28.6879,0,medium
1346,fog,27.8037,0,medium
1728,clear,39.2388,0,high
1100,rain,54.8115,0,medium
969,clear,64.5759,0,medium
1357,clear,57.0433,0,medium
1562,clear,59.4861,0,high
1613,clear,40.2396,0,high
404,clear,83.9086,0,low
1036,clear,60.6961,0,medium
185,clear,95.3713,0,low
242,fog,76.5886,0,low
484,clear,89.4054,0,low
245,clear,93.2603,0,low
839,rain,66.5384,0,medium
1533,clear,58.3024,0,high
834,clear,72.453,0,medium
483,clear,86.6896,0,low
999,clear,68.9466,0,medium
892,clear,76.839,0,medium
1552,rain,33.5937,0,high
1725,clear,49.4019,0,high
1031,clear,64.0231,0,medium
1748,clear,46.4883,0,high
1776,clear,57.4778,0,high
367,clear,88.7685,0,low
367,clear,87.8078,0,low
285,clear,91.5625,0,low
307,clear,81.3792,0,low
471,clear,87.8819,0,low
1141,clear,62.6774,0,medium
1847,rain,36.5226,0,high
397,fog,67.1748,0,low
1897,clear,41.7594,0,high
1708,fog,24.6393,1,high
570,clear,82.4078,0,low
144,clear,95.9878,0,low
1445,clear,60.0564,0,high
1333,clear,63.1612,0,medium
1779,rain,28.9873,0,high
1856,clear,39.1209,0,high
1412,rain,41.7552,0,high
1822,clear,42.0154,0,high
1776,clear,49.1261,0,high
172,clear,98.4026,0,low
248,fog,69.7582,0,low
1150,clear,65.3951,0,medium
1427,clear,49.8107,0,high
1504,clear,53.9693,0,high
1945,clear,40.6216,0,high
1461,clear,47.3214,0,high
1029,rain,54.0758,0,medium
1378,clear,52.8218,0,medium
459,fog,63.2104,1,low
1914,fog,25.1653,0,high
513,clear,87.092,0,low
1391,clear,54.7974,0,medium
1239,fog,38.7888,0,medium
767,clear,83.053,0,medium
1992,clear,29.865,0,high
1450,clear,46.4785,0,high
566,clear,88.4637,0,low
1101,snow,38.2616,0,medium
1723,fog,25.1719,0,high
910,fog,44.4698,0,medium
1836,rain,22.8485,0,high
914,clear,72.4453,0,medium
1344,rain,48.5043,0,medium
692,clear,83.5376,0,medium
536,snow,50.5222,1,low
405,clear,79.6076,0,low
1895,clear,49.9962,0,high
974,clear,73.9082,0,medium
122,fog,76.1545,0,low
620,rain,65.5322,0,medium
514,rain,71.9919,0,low
491,clear,83.5558,0,low
1686,fog,22.1773,0,high
230,clear,94.4532,0,low
361,clear,83.0547,0,low
1681,clear,43.9014,0,high
1849,clear,31.5556,0,high
1226,clear,68.2906,0,medium
1125,fog,44.1105,0,medium
1666,rain,34.8137,0,high
643,fog,59.477,1,medium
930,clear,74.2014,0,medium
1972,clear,38.5676,0,high
1971,fog,14.7272,0,high
1019,clear,70.3025,0,medium
917,rain,68.5788,0,medium
718,clear,73.4048,0,medium
1548,snow,18.4001,1,high
680,rain,55.573,0,medium
1221,clear,62.0004,0,medium
1820,rain,25.8319,0,high
582,snow,43.9108,0,low
719,clear,88.3094,0,medium
227,clear,100.991,1,low
450,clear,77.08,0,low
1550,rain,39.5847,0,high
1130,fog,38.9173,0,medium
546,clear,87.26,0,low
440,clear,83.6241,0,low
1262,fog,35.6886,0,medium
690,rain,57.7568,0,medium
1069,fog,42.8876,0,medium
1343,rain,48.2003,0,medium
965,fog,47.9386,0,medium
521,rain,76.4421,0,low
1474,clear,62.5854,0,high
1334,rain,48.3704,0,medium
228,clear,96.3949,0,low
1280,clear,63.9693,0,medium
1474,fog,30.5,0,high
530,fog,69.4864,0,low
187,clear,99.1559,0,low
877,rain,55.3033,0,medium
1526,rain,43.0759,0,high
1921,fog,13.9808,0,high
834,rain,59.9171,0,medium
900,clear,75.3871,0,medium
879,clear,72.6764,0,medium
450,clear,97.9354,0,low
128,snow,54.8533,1,low
1341,rain,45.7577,0,medium
199,snow,56.1096,0,low
368,clear,89.0005,0,low
1106,fog,39.8166,0,medium
346,rain,75.3041,0,low
1946,snow,10.0,0,high
1262,clear,58.2954,0,medium
1549,rain,37.6784,0,high
421,rain,82.0042,0,low
1327,clear,62.2948,0,medium
1644,clear,45.6323,0,high
1236,clear,70.0879,0,medium
1764,clear,48.942,0,high
283,clear,91.9546,0,low
835,clear,70.2562,0,medium
1977,clear,31.9905,0,high
1808,clear,40.2595,0,high
1094,fog,49.4502,0,medium
722,fog,44.6159,0,medium
1748,clear,53.3716,0,high
1723,rain,35.8455,0,high
1403,clear,54.4409,0,high
632,snow,47.0978,0,medium
1628,rain,37.9283,0,high
1972,clear,38.116,0,high
1591,clear,40.1839,0,high
1951,clear,40.3901,0,high
1144,clear,67.4417,0,medium
1865,rain,29.4745,0,high
378,clear,94.6277,1,low
1398,fog,28.6314,0,medium
895,fog,45.7511,0,medium
404,clear,88.6173,0,low
935,clear,71.1846,0,medium
1510,clear,60.8988,0,high
326,clear,90.876,0,low
333,clear,87.9403,0,low
636,clear,86.2338,0,medium
226,clear,88.1655,0,low
1240,rain,47.1431,1,medium
1478,clear,56.2622,0,high
1698,clear,57.086,0,high
800,clear,78.7943,0,medium
1611,clear,54.0631,0,high
1615,clear,58.0718,0,high
488,rain,74.1713,0,low
758,clear,70.8467,0,medium
493,clear,87.6847,0,low
428,rain,76.5506,0,low
324,fog,68.2333,0,low
240,rain,81.7986,0,low
1267,clear,61.27,0,medium
1398,clear,67.233,0,medium
1738,clear,53.4748,0,high
1970,rain,23.1215,0,high
736,clear,80.9308,0,medium
663,rain,67.0576,0,medium
400,clear,90.5454,0,low
461,rain,75.0509,1,low
1437,clear,56.5164,0,high
1295,snow,30.7719,0,medium
1648,rain,38.5436,0,high
497,clear,83.2694,0,low
846,clear,77.3196,0,medium
1606,clear,51.1623,0,high
1899,rain,23.9861,0,high
1551,clear,55.5969,0,high
653,clear,85.1367,0,medium
1733,clear,44.7447,0,high
274,clear,94.5047,0,low
655,snow,39.4466,0,medium
1461,clear,53.4537,0,high
1896,clear,48.4204,0,high
1409,rain,48.9744,0,high
291,clear,92.3863,0,low
595,rain,69.7252,0,low
1817,clear,42.4109,0,high
470,fog,53.2321,0,low
1815,rain,38.1985,0,high
1037,rain,56.6524,0,medium
943,clear,73.1308,0,medium
1628,rain,41.6374,0,high
1268,clear,58.294,0,medium
1419,fog,32.4862,1,high
582,rain,61.7582,0,low
1439,clear,44.2396,0,high
1471,rain,36.9244,0,high
1945,fog,14.7805,0,high
243,rain,76.2506,0,low
1177,clear,62.7202,0,medium
617,clear,77.7906,0,medium
1328,fog,34.8158,0,medium
1487,clear,58.6588,0,high
1449,clear,62.3726,0,high
824,fog,57.1536,0,medium
663,fog,62.2644,0,medium
182,fog,67.763,0,low
481,clear,80.8089,0,low
1148,rain,58.4674,0,medium
659,rain,69.1418,0,medium
568,rain,67.9785,1,low
440,clear,91.4458,0,low
1432,clear,58.9712,0,high
1121,snow,26.5925,0,medium
537,clear,98.6164,0,low
185,clear,90.9035,0,low
1006,clear,69.2375,0,medium
843,clear,80.8192,0,medium
1198,snow,33.6781,0,medium
772,clear,78.2685,0,medium
818,clear,69.0588,0,medium
1117,fog,46.8478,0,medium
1127,clear,68.5164,0,medium
1812,clear,46.4289,0,high
164,clear,93.9495,0,low
1516,clear,45.7757,0,high
1196,rain,45.0088,0,medium
739,clear,73.6889,0,medium
128,clear,100.2643,0,low
407,fog,57.5991,0,low
806,clear,69.8937,0,medium
343,fog,62.7793,0,low
1734,clear,43.8841,0,high
124,clear,90.1948,0,low
270,clear,98.8405,0,low
954,fog,52.8726,0,medium
1620,clear,50.2844,0,high
240,clear,86.0077,0,low
1491,rain,40.584,0,high
1505,clear,55.5022,0,high
526,rain,79.0445,0,low
825,clear,79.7638,0,medium
1370,clear,63.2411,0,medium
1942,clear,46.8822,0,high
684,fog,59.6346,0,medium
709,clear,73.8972,0,medium
1000,snow,35.898,0,medium
1769,clear,46.3675,0,high
1056,clear,69.8297,0,medium
1790,rain,37.1974,0,high
746,fog,56.5726,1,medium
1924,rain,21.6597,0,high
1923,clear,52.5039,0,high
1042,clear,74.123,0,medium
336,clear,90.2382,0,low
259,fog,62.6702,0,low
700,rain,56.335,0,medium
1835,clear,50.4258,0,high
1910,clear,46.1209,0,high
1859,clear,43.3062,0,high
444,rain,68.5655,0,low
371,clear,84.1174,0,low
779,clear,79.2825,0,medium
733,rain,59.4234,0,medium
805,clear,74.5361,0,medium
259,clear,92.8863,0,low
1875,clear,37.3233,0,high
1390,clear,49.1163,0,medium
1826,clear,43.256,0,high
1950,rain,19.5134,0,high
1496,rain,36.3049,0,high
1560,snow,36.5306,0,high
478,rain,76.6871,0,low
933,clear,69.5064,0,medium
1159,fog,48.0026,0,medium
605,rain,62.0302,0,medium
1149,fog,40.7673,0,medium
947,fog,42.8062,0,medium
1489,clear,47.6204,0,high
1919,fog,20.2469,0,high
1877,rain,29.2507,0,high
1302,clear,57.1627,0,medium
1940,clear,47.397,0,high
559,clear,88.5559,0,low
1342,clear,62.4588,0,medium
1785,rain,27.5617,0,high
1950,clear,40.5092,0,high
590,clear,80.9276,0,low
1755,clear,47.5827,0,high
1570,fog,23.8966,0,high
1958,rain,30.1461,0,high
392,clear,91.4107,0,low
270,fog,56.232,1,low
809,clear,85.1732,0,medium
651,rain,58.5276,1,medium
816,clear,73.9988,0,medium
941,fog,45.2949,0,medium
328,clear,86.3994,0,low
931,rain,57.103,0,medium
343,clear,86.096,0,low
695,rain,58.5919,0,medium
1262,rain,46.4833,0,medium
1541,clear,56.4817,0,high
1997,rain,26.7186,0,high
101,clear,97.8336,0,low
1807,clear,50.2621,0,high
568,fog,61.3573,0,low
137,clear,104.6095,0,low
1219,clear,58.9984,0,medium
1507,fog,24.7724,1,high
1038,clear,73.0179,0,medium
1499,clear,60.3318,0,high
1610,clear,54.7244,0,high
821,clear,80.1475,0,medium
1205,snow,25.0685,0,medium
1705,clear,54.5199,0,high
913,clear,74.6832,0,medium
705,clear,82.7675,0,medium
860,clear,79.304,0,medium
868,clear,64.966,0,medium
1683,clear,49.9316,0,high
1674,rain,36.7443,0,high
1199,clear,65.4628,0,medium
805,fog,59.0256,0,medium
1355,rain,43.7521,0,medium
1531,clear,53.6815,0,high
733,rain,62.9401,0,medium
1240,fog,35.3252,0,medium
1110,clear,65.0942,0,medium
662,clear,72.4279,0,medium
920,rain,49.9055,0,medium
500,rain,79.6244,1,low
1755,clear,44.986,0,high
386,clear,92.9071,0,low
104,clear,101.7701,0,low
1661,clear,52.1304,0,high
786,clear,57.5826,0,medium
902,rain,56.9246,0,medium
1979,clear,37.108,0,high
549,clear,76.6783,0,low
709,clear,75.4199,0,medium
1284,clear,56.8477,0,medium
271,clear,96.2803,0,low
1633,rain,35.9331,0,high
1283,rain,51.791,0,medium
1494,clear,55.5872,0,high
1255,clear,54.813,0,medium
969,clear,67.7115,0,medium
1998,clear,56.8418,0,high
548,clear,78.9542,0,low
1707,clear,50.6539,0,high
1287,rain,52.5254,0,medium
1908,rain,36.9063,0,high
695,clear,87.0929,0,medium
899,clear,69.0137,0,medium
558,clear,81.6169,0,low
207,fog,65.5147,0,low
727,fog,54.9661,0,medium
760,fog,44.1421,0,medium
839,clear,74.2185,0,medium
545,clear,85.9637,0,low
343,clear,83.7724,0,low
443,rain,75.4748,0,low
660,fog,51.4008,0,medium
402,clear,86.3694,0,low
1143,clear,68.4075,0,medium
1428,rain,39.9288,0,high
245,clear,96.595,0,low
426,fog,60.2021,0,low
389,clear,86.4996,0,low
1467,fog,42.2449,0,high
655,rain,60.8661,0,medium
183,clear,92.9459,0,low
989,clear,71.8646,0,medium
964,rain,51.4134,0,medium
1834,clear,39.6395,0,high
389,fog,64.9679,1,low
807,clear,78.6442,0,medium
503,clear,82.3848,0,low
1455,clear,60.8323,0,high
1615,rain,35.1179,0,high
1461,clear,59.288,0,high
1172,clear,63.0146,0,medium
1363,rain,41.9372,0,medium
1094,clear,62.3533,0,medium
1989,snow,10.0,0,high
613,clear,77.0782,0,medium
1519,rain,39.7832,0,high
876,clear,65.3564,0,medium
360,rain,72.3355,0,low
1373,clear,56.9262,0,medium
457,rain,66.4658,0,low
307,fog,59.4113,0,low
792,clear,73.8276,0,medium
1098,clear,68.3516,0,medium
631,clear,88.2456,0,medium
934,rain,60.8053,0,medium
1597,rain,35.4476,0,high
178,clear,94.3387,0,low
918,clear,62.5415,0,medium
1655,fog,17.9383,0,high
1098,snow,25.6196,0,medium
1365,clear,65.11,0,medium
501,clear,83.6678,0,low
908,rain,58.7265,0,medium
101,fog,68.2286,1,low
1614,clear,52.0537,0,high
1014,rain,52.9331,0,medium
968,clear,66.434,0,medium
470,clear,80.3283,0,low
1988,clear,44.9361,0,high
793,fog,56.2876,0,medium
1043,rain,52.6036,0,medium
440,fog,57.915,0,low
802,rain,61.2093,0,medium
1242,clear,56.2434,0,medium
369,clear,89.9216,0,low
104,clear,94.542,0,low
1822,clear,42.1221,0,high
423,clear,86.0015,0,low
282,clear,88.1369,0,low
1896,clear,48.4972,0,high
1157,rain,40.8776,0,medium
890,clear,73.4655,0,medium
1249,snow,24.785,0,medium
1484,clear,60.3343,0,high
1918,clear,37.5163,0,high
899,rain,60.7119,0,medium
819,clear,69.1726,0,medium
1395,clear,59.9281,0,medium
384,rain,69.0386,0,low
568,clear,79.5501,0,low
469,clear,88.5649,0,low
1033,fog,47.1646,0,medium
1659,rain,35.0725,0,high
1150,rain,53.1929,0,medium
1163,clear,64.4583,0,medium
1830,clear,52.2858,0,high
503,clear,92.223,0,low
1821,clear,38.9541,0,high
1403,clear,47.0107,0,high
1530,clear,58.0763,0,high
384,clear,86.6222,0,low
681,fog,52.4621,0,medium
743,clear,79.212,0,medium
1020,snow,36.6003,0,medium
625,rain,64.0994,0,medium
497,clear,81.3834,0,low
1483,clear,53.1505,0,high
246,rain,75.1111,0,low
597,clear,92.5493,0,low
1301,rain,38.4162,0,medium
1457,fog,36.2551,0,high
337,clear,100.5586,0,low
1898,rain,27.2865,0,high
1140,rain,50.1677,0,medium
1823,snow,17.0864,0,high
1177,snow,36.6432,0,medium
480,fog,57.4233,0,low
543,fog,67.591,0,low
634,clear,73.7278,0,medium
391,snow,50.7107,1,low
363,clear,92.814,0,low
239,clear,96.6046,0,low
755,rain,64.8692,0,medium
658,fog,48.0616,0,medium
128,snow,56.1267,1,low
967,clear,65.7161,0,medium
603,clear,87.9504,0,medium
301,fog,51.2227,0,low
691,snow,51.9232,1,medium
611,clear,81.2418,0,medium
436,rain,67.3275,0,low
1992,clear,43.729,0,high
1935,fog,13.672,1,high
1472,clear,58.0775,0,high
1230,clear,69.2844,0,medium
576,clear,88.112,0,low
1254,clear,59.8024,0,medium
1731,rain,28.9902,0,high
1487,clear,53.7347,0,high
1578,clear,62.3606,0,high
1067,rain,54.0168,0,medium
1511,fog,28.0866,0,high
849,clear,78.8943,0,medium
1365,clear,58.3717,0,medium
202,clear,91.2938,0,low
1294,clear,62.8367,0,medium
1445,clear,47.0875,0,high
1863,clear,50.0544,0,high
289,clear,98.6855,0,low
1867,clear,35.2723,0,high
1501,rain,37.6257,0,high
739,rain,63.9864,0,medium
1118,clear,69.758,0,medium
443,fog,73.368,0,low
124,clear,118.7022,1,low
329,fog,62.9948,0,low
1906,clear,46.0873,0,high
825,fog,56.0601,0,medium
553,fog,57.654,0,low
539,snow,49.0419,1,low
368,clear,91.6862,0,low
1542,clear,51.3338,0,high
203,clear,91.5472,0,low
1058,clear,64.3193,0,medium
322,clear,85.5169,0,low
532,rain,67.7024,0,low
1531,fog,35.2951,1,high
1735,clear,51.8985,0,high
1926,clear,43.6384,0,high
1530,fog,31.7551,0,high
1118,clear,63.3441,0,medium
1182,clear,66.57,0,medium
316,clear,80.7907,0,low
1898,clear,40.7419,0,high
1720,clear,47.5493,0,high
1488,clear,50.4246,0,high
1600,clear,50.659,0,high
1671,fog,28.3863,1,high
1236,fog,32.9213,0,medium
297,clear,90.5451,0,low
177,clear,95.0845,0,low
1737,clear,46.8895,0,high
1483,clear,47.5999,0,high
386,clear,90.5465,0,low
1747,fog,24.213,0,high
1815,clear,43.3942,0,high
1325,clear,59.0481,0,medium
221,clear,93.3291,0,low
1768,rain,38.3069,0,high
1438,rain,47.4368,0,high
1561,clear,47.3928,0,high
1310,snow,19.837,0,medium
1975,rain,23.604,1,high
756,clear,71.9423,0,medium
1140,fog,38.9484,0,medium
1690,clear,44.1735,0,high
1806,clear,53.5709,0,high
1508,rain,45.5913,0,high
645,clear,74.7222,0,medium
1081,clear,55.5886,0,medium
1079,clear,72.622,0,medium
105,clear,93.0912,0,low
1687,rain,31.3533,0,high
1147,clear,71.5287,0,medium
1974,clear,46.3489,0,high
1761,snow,10.0,1,high
999,snow,45.1527,1,medium
1677,clear,52.5178,0,high
981,clear,73.1155,0,medium
1421,rain,44.1721,0,high
1766,clear,39.1718,0,high
1944,rain,29.3936,0,high
312,clear,101.0937,0,low
1606,snow,15.7156,0,high
834,clear,71.2921,0,medium
497,clear,77.9455,0,low
743,fog,63.8762,0,medium
632,clear,79.5527,0,medium
616,rain,70.0869,0,medium
386,rain,64.4511,0,low
868,clear,68.0887,0,medium
1273,rain,53.5725,0,medium
1783,clear,55.649,0,high
1693,clear,56.8876,0,high
1633,clear,53.1534,0,high
628,clear,82.7929,0,medium
778,rain,52.3996,0,medium
713,clear,80.782,0,medium
884,rain,65.1853,0,medium
1631,clear,57.1317,0,high
922,clear,83.299,0,medium
1471,fog,30.7262,0,high
559,clear,86.6765,0,low
1992,rain,16.0415,0,high
1752,rain,20.3407,0,high
1045,snow,40.0843,0,medium
201,fog,67.8969,0,low
423,clear,85.8944,0,low
1748,rain,34.5636,0,high
1649,clear,51.9718,0,high
683,clear,75.5788,0,medium
1018,rain,62.5045,0,medium
786,clear,69.3069,0,medium
1176,fog,48.7429,0,medium
514,rain,61.1754,0,low
1474,rain,45.6403,0,high
1441,clear,53.6473,0,high
147,fog,73.2895,0,low
1755,clear,48.2236,0,high
739,fog,45.1583,0,medium
380,clear,81.9456,0,low
466,snow,59.0785,0,low
126,snow,59.4613,0,low
1574,clear,49.0381,0,high
507,clear,83.5116,0,low
806,snow,51.0503,0,medium
1633,clear,50.8359,0,high
403,clear,89.6766,0,low
853,clear,70.946,0,medium
443,rain,72.364,0,low
110,fog,77.187,0,low
1278,fog,43.8992,0,medium
240,fog,61.8477,0,low
1707,clear,44.8123,0,high
670,clear,75.567,0,medium
1228,clear,58.2078,0,medium
256,rain,76.7726,0,low
1888,fog,16.2549,0,high
1105,clear,64.2116,0,medium
1798,clear,40.4115,0,high
1416,clear,46.797,0,high
845,snow,36.7748,0,medium
1194,rain,44.681,0,medium
638,clear,76.4525,0,medium
659,clear,78.7222,0,medium
1197,clear,65.4296,0,medium
1378,clear,65.3496,0,medium
1125,rain,45.9497,0,medium
686,fog,61.6551,0,medium
969,rain,62.1968,0,medium
146,fog,69.7482,0,low
1282,clear,63.9614,0,medium
234,clear,93.0352,0,low
600,clear,73.4078,0,low
850,clear,78.3915,0,medium
1427,clear,56.7581,0,high
681,rain,62.4635,0,medium
727,clear,79.4816,0,medium
1776,clear,46.4428,0,high
1359,rain,44.2599,0,medium
1788,clear,45.434,0,high
1258,clear,64.8224,0,medium
1315,clear,58.4136,0,medium
230,clear,87.2398,0,low
1363,clear,54.9792,0,medium
1819,rain,33.6783,0,high
733,rain,55.8051,1,medium
1584,rain,44.2449,0,high
1823,clear,54.3935,0,high
121,rain,77.8742,0,low
1405,snow,22.716,0,high
601,clear,72.6057,0,medium
1800,rain,32.2649,0,high
1398,clear,63.0405,0,medium
989,rain,52.1048,0,medium
154,fog,77.0691,0,low
967,clear,73.2588,0,medium
1998,clear,45.6906,0,high
1601,clear,54.3659,0,high
1532,clear,47.291,0,high
191,clear,102.4761,0,low
1604,clear,42.7589,0,high
568,clear,82.9378,0,low
1192,clear,63.0223,0,medium
1151,clear,69.3744,0,medium
1197,fog,31.3293,0,medium
480,rain,77.241,0,low
802,fog,46.2083,0,medium
1995,clear,41.581,0,high
535,fog,56.9358,0,low
1444,rain,42.3171,0,high
399,rain,66.5467,0,low
788,fog,48.0638,0,medium
1143,clear,69.3764,0,medium
1999,fog,10.0,1,high
1448,clear,54.9492,0,high
1184,fog,41.3526,0,medium
967,clear,69.9601,0,medium
1018,clear,72.5062,0,medium
1991,clear,43.605,0,high
1917,snow,10.0,0,high
1302,rain,47.2058,0,medium
565,clear,79.8047,0,low
1849,clear,37.3982,0,high
698,snow,45.642,0,medium
543,clear,81.761,0,low
1019,clear,70.5974,0,medium
157,fog,73.4348,0,low
1681,rain,32.6057,0,high
1639,rain,39.5227,0,high
1486,clear,59.1624,0,high
1706,fog,30.6888,0,high
1446,clear,55.6261,0,high
1252,clear,54.6094,0,medium
1829,clear,45.563,0,high
1728,fog,18.8405,0,high
390,clear,85.5418,0,low
684,clear,76.6734,0,medium
828,clear,74.3219,0,medium
708,clear,85.5789,0,medium
235,clear,95.7203,0,low
336,clear,94.5698,0,low
747,rain,61.843,0,medium
1105,clear,62.496,0,medium
689,clear,70.0956,0,medium
1690,fog,22.8045,0,high
1880,clear,46.2718,0,high
1432,clear,51.5131,0,high
866,clear,75.0052,0,medium
865,clear,72.043,0,medium
505,rain,70.4293,0,low
1987,clear,41.5258,0,high
959,clear,60.7131,0,medium
1974,clear,43.8539,0,high
777,rain,64.5729,0,medium
1827,fog,23.5211,0,high
566,clear,78.1929,0,low
1272,rain,51.201,0,medium
728,clear,87.4248,0,medium
615,rain,71.4721,0,medium
981,clear,76.1854,0,medium
130,clear,90.5965,0,low
351,fog,70.6949,0,low
1236,fog,34.5753,0,medium
1330,clear,55.7322,0,medium
137,clear,101.3296,0,low
942,clear,77.6439,0,medium
1415,clear,49.268,0,high
1923,rain,23.2568,0,high
1658,clear,41.6144,0,high
224,clear,96.7023,0,low
932,clear,80.1678,0,medium
211,clear,98.0585,1,low
1304,clear,59.4102,0,medium
486,clear,86.7841,0,low
767,fog,50.3605,0,medium
655,clear,90.3366,0,medium
1719,snow,10.4791,0,high
1488,rain,43.4581,0,high
984,rain,53.1051,0,medium
785,clear,82.3924,0,medium
1229,clear,60.4364,0,medium
358,rain,66.1348,0,low
243,clear,88.2879,0,low
1353,clear,52.073,0,medium
1852,clear,52.7402,0,high
1024,clear,64.3338,0,medium
951,clear,71.0964,0,medium
326,fog,64.4949,0,low
282,snow,52.1944,0,low
1366,fog,30.4996,0,medium
1458,clear,43.4903,0,high
1841,clear,44.9157,0,high
1053,rain,57.6193,0,medium
611,snow,45.6855,0,medium
1588,rain,39.4066,0,high
1738,rain,25.0659,0,high
1454,clear,58.2114,0,high
594,clear,87.7894,0,low
1933,clear,36.1734,0,high
434,clear,87.5977,0,low
1857,fog,10.0,1,high
368,clear,91.7552,0,low
514,clear,84.6885,0,low
1261,fog,33.9842,0,medium
642,clear,88.4558,0,medium
971,clear,65.8221,0,medium
618,rain,67.9324,0,medium
1049,clear,65.4741,0,medium
1191,rain,47.559,0,medium
1754,clear,43.9042,0,high
124,rain,86.9247,1,low
1406,clear,63.0399,0,high
455,clear,91.8051,0,low
1587,clear,47.8992,0,high
785,fog,57.5648,0,medium
448,clear,90.8845,0,low
177,clear,94.5317,0,low
1236,clear,61.3216,0,medium
1697,fog,24.0888,0,high
1734,clear,54.2859,0,high
1406,fog,29.3032,0,high
1879,snow,10.0,0,high
824,clear,68.2842,0,medium
1646,rain,31.5302,0,high
439,clear,86.9498,0,low
1619,fog,25.7065,0,high
934,clear,68.1099,0,medium
1213,clear,72.355,0,medium
1457,clear,58.2334,0,high
1600,clear,47.393,0,high
1962,fog,22.9241,0,high
703,fog,61.3004,0,medium
1899,clear,48.7179,0,high
435,clear,92.701,0,low
1415,clear,61.8403,0,high
229,fog,57.7535,1,low
1192,fog,35.4972,0,medium
707,clear,81.2673,0,medium
1874,fog,18.9789,0,high
1180,rain,51.1622,0,medium
1377,rain,45.5422,0,medium
601,clear,82.5289,0,medium
649,fog,57.498,0,medium
1806,rain,26.1316,0,high
1889,fog,15.0763,1,high
1846,rain,23.9804,0,high
314,clear,89.1919,0,low
893,rain,60.2819,0,medium
441,clear,88.0813,0,low
1489,fog,17.8851,0,high
1585,clear,58.7438,0,high
374,fog,63.9723,0,low
415,clear,84.1433,0,low
415,clear,84.804,0,low
1183,clear,63.7055,0,medium
1117,fog,32.6813,0,medium
1278,clear,58.7953,0,medium
1021,fog,48.1196,0,medium
1186,rain,50.5813,0,medium
1839,clear,49.3713,0,high
109,clear,103.7767,0,low
1389,rain,46.0851,0,medium
1542,clear,40.4137,0,high
216,rain,70.4598,0,low
234,clear,97.0005,0,low
1485,clear,54.9554,0,high
1835,clear,39.1527,0,high
577,clear,81.672,0,low
1409,clear,54.7612,0,high
104,fog,69.2269,0,low
1567,clear,54.6229,0,high
951,clear,66.8325,0,medium
1396,rain,41.4015,0,medium
100,rain,86.388,1,low
283,clear,91.5726,0,low
